"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsExternalVideoTrackSourceCreateFromI420ACallback' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceInterop.ExternalVideoTrackSource_CreateFromI420ACallback(Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceInterop.RequestExternalI420AVideoFrameCallback, System.IntPtr, Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceHandle)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsExternalVideoTrackSourceCreateFromArgb32Callback' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceInterop.ExternalVideoTrackSource_CreateFromArgb32Callback(Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceInterop.RequestExternalArgb32VideoFrameCallback, System.IntPtr, Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceHandle)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsExternalVideoTrackSourceFinishCreation' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceInterop.ExternalVideoTrackSource_FinishCreation(Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceHandle)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsExternalVideoTrackSourceCompleteI420AFrameRequest' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceInterop.ExternalVideoTrackSource_CompleteFrameRequest(Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceHandle, System.UInt32, System.Int64, Microsoft.MixedReality.WebRTC.I420AVideoFrame)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsExternalVideoTrackSourceCompleteArgb32FrameRequest' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceInterop.ExternalVideoTrackSource_CompleteFrameRequest(Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceHandle, System.UInt32, System.Int64, Microsoft.MixedReality.WebRTC.Argb32VideoFrame)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsExternalVideoTrackSourceShutdown' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceInterop.ExternalVideoTrackSource_Shutdown(Microsoft.MixedReality.WebRTC.Interop.ExternalVideoTrackSourceHandle)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsReportLiveObjects' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.Utils.LibraryReportLiveObjects()'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsGetShutdownOptions' for method 'Microsoft.MixedReality.WebRTC.Library.ShutdownOptionsFlags Microsoft.MixedReality.WebRTC.Interop.Utils.LibraryGetShutdownOptions()'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsSetShutdownOptions' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.Utils.LibrarySetShutdownOptions(Microsoft.MixedReality.WebRTC.Library.ShutdownOptionsFlags)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsForceShutdown' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.Utils.LibraryForceShutdown()'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsSdpForceCodecs' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.Utils.SdpForceCodecs(System.String, Microsoft.MixedReality.WebRTC.Interop.Utils.SdpFilter, Microsoft.MixedReality.WebRTC.Interop.Utils.SdpFilter, System.Text.StringBuilder, System.UInt64)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsMemCpy' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.Utils.MemCpy(System.Void*, System.Void*, System.UInt64)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsMemCpyStride' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.Utils.MemCpyStride(System.Void*, System.Int32, System.Void*, System.Int32, System.Int32, System.Int32)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsSetFrameHeightRoundMode' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.Utils.SetFrameHeightRoundMode(Microsoft.MixedReality.WebRTC.PeerConnection.FrameHeightRoundMode)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalAudioTrackCreateFromSource' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackInterop.LocalAudioTrack_CreateFromSource(Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackInterop.TrackInitConfig, Microsoft.MixedReality.WebRTC.Interop.AudioTrackSourceHandle, Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackHandle)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalAudioTrackRegisterFrameCallback' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackInterop.LocalAudioTrack_RegisterFrameCallback(Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackHandle, Microsoft.MixedReality.WebRTC.Interop.AudioTrackInterop.AudioFrameUnmanagedCallback, System.IntPtr)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalAudioTrackIsEnabled' for method 'System.Int32 Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackInterop.LocalAudioTrack_IsEnabled(Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackHandle)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalAudioTrackSetEnabled' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackInterop.LocalAudioTrack_SetEnabled(Microsoft.MixedReality.WebRTC.Interop.LocalAudioTrackHandle, System.Int32)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalVideoTrackCreateFromSource' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackInterop.LocalVideoTrack_CreateFromSource(Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackInterop.TrackInitConfig, Microsoft.MixedReality.WebRTC.Interop.VideoTrackSourceHandle, Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackHandle)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalVideoTrackRegisterI420AFrameCallback' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackInterop.LocalVideoTrack_RegisterI420AFrameCallback(Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackHandle, Microsoft.MixedReality.WebRTC.Interop.VideoTrackSourceInterop.I420AVideoFrameUnmanagedCallback, System.IntPtr)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalVideoTrackRegisterArgb32FrameCallback' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackInterop.LocalVideoTrack_RegisterArgb32FrameCallback(Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackHandle, Microsoft.MixedReality.WebRTC.Interop.VideoTrackSourceInterop.Argb32VideoFrameUnmanagedCallback, System.IntPtr)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalVideoTrackIsEnabled' for method 'System.Int32 Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackInterop.LocalVideoTrack_IsEnabled(Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackHandle)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsLocalVideoTrackSetEnabled' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackInterop.LocalVideoTrack_SetEnabled(Microsoft.MixedReality.WebRTC.Interop.LocalVideoTrackHandle, System.Int32)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsObjectSetName' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.ObjectInterop.Object_SetName(Microsoft.MixedReality.WebRTC.Interop.ObjectHandle, System.String)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsObjectGetName' for method 'System.UInt32 Microsoft.MixedReality.WebRTC.Interop.ObjectInterop.Object_GetName(Microsoft.MixedReality.WebRTC.Interop.ObjectHandle, System.Text.StringBuilder, System.UInt64)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
"Warning",,0,0,"      MCG : warning MCG0007: Unresolved P/Invoke method 'mrwebrtc!mrsObjectSetUserData' for method 'System.Void Microsoft.MixedReality.WebRTC.Interop.ObjectInterop.Object_SetUserData(Microsoft.MixedReality.WebRTC.Interop.ObjectHandle, System.IntPtr)'. Calling this method would throw exception at runtime. Please make sure the P/Invoke either points to a Windows API allowed in UWP applications, or a native DLL that is part of the package. If for some reason your P/Invoke does not satisfy those requirements, please use [DllImport(ExactSpelling=true) to indicate that you understand the implications of using non-UWP APIs."
